,name,price_score,proximity_to_park_score,criminality_score,desired
3142,Cozy Studio Near Capitol Hill,6,4,10,0
3143,Capitol Hill MIL (women only),5,0,10,0
3144,Large Capitol Hill Single Family,0,1,10,0
3145,Private Getaway Among the Trees,2,3,10,0
3146,Single room close to it all...,4,5,10,0
3147,House in the trees w/amazing views,0,3,10,0
3148,Capitol Hill Modern retreat,5,8,10,1
3149,Capitol Hill Suite + Free Parking,8,1,10,0
3150,Cap Hill Modern 3BR Townhome w/view,2,5,10,0
3151,Ultra Cozy Room in Highly-Rated BnB,3,7,10,0
3152,"Urban oasis, perfect for dog owners",3,0,10,0
3153,Capitol Hill Treehouse Sanctuary,7,6,10,1
3154,Vintage light-filled apartment,5,9,10,1
3155,Crayola Home - Purple Room Bunk 4,9,1,10,0
3156,Cozy Gay getaway on Capitol Hill,4,1,10,0
3157,Cozy basement room with shared bath,9,0,10,0
3158,Crayola Home - Purple Room Bunk 3,9,1,10,0
3159,Crayola Home Green room-Bunk Bed 6,9,1,10,0
3160,Urban Capitol Hill Townhome,4,9,10,0
3161,Stylish 1 Bdrm in Capitol Hill,3,9,10,0
3162,Cap Hill Mountain/Lake View Oasis,3,0,10,0
3163,Beautiful View Home- Garden Room,7,0,10,0
3164,"Amazing Location, Luxury Townhouse!",5,8,10,1
3165,Capital Hill Home in Seattle,0,4,10,0
3166,A Garden Sanctuary in the City,0,2,10,0
3167,Seattle Explorer with double bed,2,6,10,0
3168,Stylish Classic 1 Bdrm Capitol Hill,6,7,10,1
3169,Comfortable condo in Madison Valley,3,1,10,0
3170,Crayola Home - Purple Room Bunk 5,9,1,10,0
3171,"Sunny, clean Capitol Hill studio",6,9,10,1
3172,Bright Private Room in Capitol Hill,7,2,10,0
3173,Crayola Home - Purple Room Bunk 2,9,2,10,0
3174,"Bright Clean Studio w/View, CapHill",6,0,10,0
3175,Sweet Dreams Capitol Hill,8,1,10,0
3176,Crayola Home Green Room-Bunk Bed 4,9,2,10,0
3177,Basement apartment.,3,7,10,0
3178,1 br apt/Capitol Hill Triplex,3,2,10,0
3179,Spacious Cap Hill - Free Parking,6,1,10,0
3180,Dreamy Vintage Flat / 1000 sq. ft. ,1,3,10,0
3181,Spacious 1BR Capitol Hill Apartment,3,6,10,0
3182,The Aerodrome: Luxury 3bed/2.5bath,0,2,6,0
3183,"Classic Home, Mid-City Neighborhood",0,1,10,0
3184,Lovely Cap Hill Studio has it all!,5,0,10,0
3185,Private Serenity for Travelers,9,6,4,0
3186,Carkeek Retreat,3,4,4,0
3187,Comfy & Cozy townhome,7,0,4,0
3188,1 Bedroom Carriage House,5,0,4,0
3189,"Private Apt, Entrance, Bath + 2BR",9,6,4,0
3190,In-City Park - Private Apt Sleeps 4,8,5,4,0
3191,"""Casa Bella"" 1000 sf Near Ballard",4,2,4,0
3192,Spacious house near Ballard ,1,2,4,0
3193,Spacious & bright 2br mid-century,3,0,4,0
3194,Elvis would have slept here,8,0,4,0
3195,Elegance and Coziness in Broadview,3,0,4,0
3196,Seattle Seahawks vs Packers Weekend,1,0,4,0
3197,"Quiet, bright room in North Seattle",9,2,4,0
3198,Great Seattle Master Bed Guestroom!,8,0,4,0
3199,Seattle Urban Farm 2nd-ary Suite,4,0,4,0
3200,Great Seattle Queen bed guestroom!,6,0,4,0
3201,Country in the City,9,4,4,0
3202,1 BR Apt in the heart of Fremont,1,4,3,0
3203,Super cool in artsy Fremont!,6,4,3,0
3204,The Chestnut,2,4,3,0
3205,Funky Fun Fremont Airstream Trailer,6,1,3,0
3206,"Modern, Light-Filled Fremont Flat",3,6,3,0
3207,OF THE TREE & CLOUDS. BLOCKS TO FUN,5,2,3,0
3208,Room in Seattle's Fremont area,7,3,3,0
3209,Craftsman home in Upper Fremont,3,2,3,0
3210,Cozy Fremont Apartment,3,3,3,0
3211,"Fremont bed/bath, breakfast & view",8,1,3,0
3212,Amazing 3BR Fremont Townhome!,0,4,3,0
3213,Wallingmont Apartment with Balcony!,1,3,3,0
3214,Cozy home in the center of it all!,5,2,3,0
3215,Cozy Seattle house with a view/yard,1,8,3,0
3216,Urban cozy apartment in Fremont.,3,4,3,0
3217,The Pad,3,3,3,0
3218,"Upper Fremont private room, ensuite",8,8,3,0
3219,"3br,modern,fire place, chef kitchen",0,1,5,0
3220,Primely Located Fremont Apartment,5,6,3,0
3221,1907 Fremont/Ballard Home,8,2,3,0
3222,Casa de Chet,6,7,3,0
3223,New LUXURY house - heart of Fremont,0,3,3,0
3224,Artist Bungalow in Fremont,1,3,3,0
3225,Relax in the Heart of Fremont,6,8,3,0
3226,Sunroom/laundry room-shared house,9,1,3,0
3227,Fremont House Studio Apartment,4,2,3,0
3228,Cozy Room with a Private Garden,7,9,3,0
3229,In the heart of Fremont,7,7,3,0
3230,Private room in 2 bed apt,9,5,3,0
3231,"Everything Seattle in 0-3 miles, B",9,2,3,0
3232,Sweet Room in Fremont/Wallingford,8,2,3,0
3233,Tree top views in artsy Fremont,9,6,3,0
3234,Fremont guest room with futon,9,1,3,0
3235,Treetop & mountain views - Fremont!,9,4,3,0
3236,The Hermitage,8,3,3,0
3237,Luxury Private Rm in Artsy Fremont,9,6,3,0
3238,Awesome Fremont Townhouse! Room 1,5,5,3,0
3239,Chill Apt in the heart of Fremont,9,6,3,0
3240,Private studio cottage in Fremont,5,4,3,0
3241,NEW Fremont Modern Luxurious 2 BDM,2,5,3,0
3242,Seattle Apartment - Ideal Location,5,6,3,0
3243,Hip + minimal room in Fremont,9,3,3,0
3244,Big Red House in Heart of Fremont,0,5,3,0
3245,Whitman Acres: Under the Stairs!,9,5,3,0
3246,Bungalow in beautiful Fremont,8,7,3,0
3247,Quiet room in bright Fremont apt,7,9,3,0
3248,Fremont fun close to Sth Lake Union,4,3,3,0
3249,Modern&Upscale-walk to GOOGL &Adobe,1,4,3,0
3250,Fremont Apt. close to everything!,3,4,3,0
3251,Fremont Single Family Home,0,1,3,0
3252,Location & Luxury at a Great Price!,4,6,3,0
3253,The Fremont Flat..Luxury,1,2,3,0
3254,December SALE! NEW 2bed Wallingford,2,1,3,0
3255,Sunny guest room in Fremont,9,5,3,0
3256,Modern Apartment in Fremont,7,2,3,0
3257,Private Entrance Bedroom and Bath,7,1,3,0
3258,Charming mother-in-law in Fremont,3,4,3,0
3259,"420-Lovin' Loft, Skyline View+Yard",3,4,3,0
3260,Fremont Garden Apartment,5,3,3,0
3261,Cute Fremont studio apartment,5,7,3,0
3262,Sweet and Cozy 1 Bedroom Apartment,7,1,3,0
3263,Cozy Room in the of Heart Fremont,8,4,3,0
3264,"Wallingford warmth, perfect loc.!",2,1,3,0
3265,"Fun home in Funky Fremont, Seattle ",0,3,3,0
3266,Fremont Cozy Cottage,6,5,3,0
3267,3 bedroom in center of the universe,1,7,3,0
3268,Cozy Bedroom with Private Bathroom,9,1,3,0
3269,Priv. Room in the center of Fremont,6,4,3,0
3270,Sunny room in Fremont duplex,6,9,3,0
3271,Cozy Wallingford Apartment,4,2,3,0
3272,Sweet Retreat ,3,4,3,0
3273,Comfy 1 BR/ 1 BA Fremont Apartment,8,2,3,0
3274,Villa Villa Olaf,5,2,3,0
3275,Sweet home in the heart of Fremont,2,6,3,0
3276,SEATTLE - HEART OF FREMONT 4PLEX!,4,3,3,0
3277,Fremont Walkable 3 Bdrm Townhome,1,4,3,0
3278,1Br Condo in the Heart of Fremont!,4,3,3,0
3279,OF THE TREE & CLOUDS. TOP FLR. VIEW,4,5,3,0
3280,Frelard,5,7,5,0
3281,Fremont Jet City 3 Bdrm Townhome,0,8,3,0
3282,"Modern, Sophisticated, 1 Bedroom",5,4,3,0
3283,Fremont Urban Oasis,4,2,3,0
3284,3 bedroom house in Fremont/Ballard,0,3,3,0
3285,Bungalow- Wallingford.Greenlake.UW,8,3,5,0
3286,Brand New Modern 1 Bdrm LOCATION!,4,1,3,0
3287,Wallingford Craftsman Bungalow,1,1,3,0
3288,Lovely Fremont Apt w/Parking,2,8,3,0
3289,"corp relo. 2 car, 94 walkscore, 3br",0,5,3,0
3290,Charming 2 Bedroom Home in Fremont,1,2,3,0
3291,Roots @ the Center of the Universe,0,7,3,0
3292,"Bright, private room in modern town",9,3,3,0
3293,Woodland Park Suite ,2,4,3,0
3294,Beautiful City Home with Views,0,8,3,0
3295,"Bright, modern & comfy townhouse",2,2,3,0
3296,Whole townhouse in Fremont,2,4,3,0
3297,Peaceful Natural Living,6,4,3,0
3298,MODERN FREMONT 2bdrm  VIEW!,2,3,3,0
3299,Troll's Fremont Farmhouse DeckViews,7,5,3,0
3300,Modern Rowhouse with Roof View,7,7,3,0
3301,The Henry Hideaway,7,8,3,0
3302,1 Room in Beautiful Fremont,9,6,3,0
3303,Brand new modern garden apartment,3,7,3,0
3304,Hip Studio in the Heart of Fremont,4,6,3,0
3305,"Cozy Condo in Fremont, with parking",5,7,3,0
3306,420-Friendy Artist Apt w/Couch,8,4,3,0
3307,Fresh & hip. 3br/2.5ba. deck. new.,0,3,3,0
3308,Private & Relaxing Home in Fremont,5,8,5,0
3309,Midcentury modern charm in Fremont,2,8,3,0
3310,Teeny Tiny Guestyhouse! ,7,5,3,0
3311,Living Room in Quirky Fremont!,9,3,3,0
3312,Seattle Sojourn - Fremont Guest Apt,4,5,3,0
3313,Secret Garden W/Private Patio/Prkng,4,4,3,0
3314,Fremont newly renovated vintage apt,2,6,3,0
3315,Fremont Bungalow,3,5,3,0
3316,Luxury Apartment in Artsy Fremont,9,7,3,0
3317,Spacious 1BR in quirky Fremont,5,7,3,0
3318,Fresh Eggs in Fremont,6,3,3,0
3319,Sun Drenched Ballard Apartment,4,4,3,0
3320,Spacious 1 Bedroom in Fremont,7,3,3,0
3321,Awesome Fremont Townhome! Room 2,6,3,3,0
3322,Fremont Jet City Townhome,0,4,3,0
3323,Cozy Modern Apartment in Fremont,4,3,3,0
3324,"Private light, minimalist room ",8,1,3,0
3325,Your own 2 Bedroom home in Fremont,1,8,3,0
3326,Private Suite in Fremont-Ballard,6,6,3,0
3327,City Haven,4,4,3,0
3328,Seattle Urban-Chic Studio Cottage ,4,8,3,0
3329,Hazel Heights Hideout,4,5,3,0
3330,Charming Fremont Garden Cottage,6,2,3,0
3331,Fremont Lighthouse Mother-in-Law,7,9,3,0
3332,"Everything Seattle in 0-3 miles, A",7,1,3,0
3333,Master bedroom in Fremont,8,4,3,0
3334,Six room suite,1,5,3,0
3335,Comfortable Fremont Apartment,4,2,3,0
3336,"Clean City House, Lots of Beds",0,1,3,0
3337,Cedar House Studio Suite in Fremont,3,4,3,0
3338,2 BR/1 BA Fremont Apt w/ parking,5,9,3,0
3339,Sunny Charm in Urban Cottage 2BD,2,3,3,0
3340,Roof Deck in Fremont/Wallingford,4,1,5,0
3341,Beautiful Craftsman - Fremont 3 Bed,1,2,3,0
3342,Lake Veiw Cottage  in Fremont,4,3,3,0
3343,Fremont Farmhouse,2,4,3,0
3344,Super Convenient Top Floor Apt,8,4,3,0
3345,OF THE TREE & CLOUDS. KID FRIENDLY!,6,5,3,0
3346,3BR Mountain View House in Seattle,0,7,3,0
3347,Portage Bay View!-One Bedroom Apt,7,3,10,0
3348,Large Lakefront Apartment,6,8,4,0
